-0.5020052308964822,-1.8758606033993395,-2.186595496692837,-2.745516916804551,-3.214101336259558
-0.5730890068933772,-1.847014176748481,-1.2136631948840024,-2.171465733986734,-3.097276319970376
-0.43548826269011487,-1.8187882581219523,-1.9103048691304723,-2.6870948360980735,-3.1594658490948824
-0.5649542266004011,-2.0468358442488723,-2.007300166981673,-2.617343691107094,-3.643635235059265
-0.6496076237781988,-2.1513431969651977,-2.000681660000697,-2.9440129700125417,-3.539917455701795
-0.6240327841889526,-1.9345041168895114,-1.5965171550171728,-2.305322755520228,-3.0048738407690774
-0.4918464572870126,-1.8179275287474619,-1.988268808876402,-2.407770442951056,-2.610287536906607
-0.4567887735509677,-1.6179859688782727,-1.0382303690506198,-1.700965791216278,-2.4278703517129565
-0.5832888522910172,-1.8316383856205323,-1.8993025122702434,-2.795225649484614,-3.9282859963609322
-0.46659163419186217,-1.7822294659218945,-1.948233383078679,-2.2660801477849177,-2.6185486748008904
-0.7217981331698092,-2.085846102904964,-1.6674683616535977,-2.5691825169624254,-3.8024139837536066
-0.49526685155156136,-1.9176191061121077,-1.7926581503575156,-2.5960918565840636,-2.985695686333406
-0.6171326869970724,-2.0215958027403484,-1.7152958909849034,-2.3861662288730936,-2.999471380496351
-0.47650355271647904,-1.920450457729594,-1.7450948486522124,-2.285101736948231,-2.9661897631776513
-0.5824330489472209,-1.7664203913052023,-2.187435392134473,-3.562534592299156,-4.349966908150113
-0.43596496433339704,-1.7231832673647955,-2.010185270546108,-2.7531611551427133,-3.457216847873517
-0.6945067521438733,-2.108912246248342,-1.8980695634577818,-2.4376812620818273,-2.658262162484073
-0.3796206193399406,-1.8554603226340172,-2.136579836795593,-2.7542973893528675,-3.4744261839316537
-0.5683757802009536,-1.77842867365267,-1.936430116363643,-2.540276294240683,-2.9602149850380215
-0.5832786511656178,-1.7770902061865792,-1.403317172933324,-2.3663591439385825,-3.06242470339024
-0.4209236262262037,-1.7182218155550188,-1.7383091997940106,-2.7775637441415046,-3.290380012063003
-0.5944277719566209,-1.8788072973975285,-1.880846264681589,-2.86471983557027,-3.7313434285164435
-0.5685992481168087,-1.9669433909013756,-1.6072951998590048,-2.3051390952613056,-2.9911936950690468
-0.559490884965252,-1.8409540210177475,-1.9066353023650464,-2.515584704996882,-2.7240743357832042
-0.32513052642501006,-1.442432051379436,-2.038243601388981,-2.813709271582868,-2.9945891623322147
-0.46168600753144307,-1.68943506628889,-2.1009925377157455,-2.62015320644309,-2.9680135798139577
-0.5737045636276327,-1.8912925070206987,-1.317614551309191,-2.11700685383334,-3.1952023013479867
-0.3832917626742014,-1.6939092843841066,-1.3245610954262936,-2.117863835133938,-3.126129479622705
-0.48427620242604297,-1.700171270242034,-1.1638371695351377,-2.2430925790794634,-3.343903248681464
-0.5110820479693807,-1.8830493708251996,-1.9008789034481475,-2.4495083143504512,-2.797300711129397
-0.611052782283631,-1.9447706028052663,-1.3242973570317012,-1.9807400541517453,-3.193261233644117
-0.7506456008922746,-2.1613633420205147,-1.332911116373871,-1.9280283587162417,-2.9160443124257744
-0.43229522380894336,-1.7895817523578952,-1.6718412315920552,-2.3504323229354567,-2.7326930366265785
